1510 2.017687e+02 2.987647e+01 4.413759e-01 9.411677e-02 2.756089e-01 5.786792e-02 5.068554e-02 3.374048e-02 3.262944e-01 9.160840e-02 
1520 2.072142e+02 2.953737e+01 4.311733e-01 9.280662e-02 2.710458e-01 5.668438e-02 5.738959e-02 3.380022e-02 3.284354e-01 9.048460e-02 
1530 2.125342e+02 2.852265e+01 4.212999e-01 8.916281e-02 2.666395e-01 5.417413e-02 6.383670e-02 3.288043e-02 3.304762e-01 8.705456e-02 
1540 2.177336e+02 2.685403e+01 4.118838e-01 8.366975e-02 2.625552e-01 5.027187e-02 6.977700e-02 3.118547e-02 3.323322e-01 8.145734e-02 
1550 2.228194e+02 2.469664e+01 4.031810e-01 7.636098e-02 2.589358e-01 4.554386e-02 7.497902e-02 2.874765e-02 3.339148e-01 7.429151e-02 
1560 2.278027e+02 2.202846e+01 3.955294e-01 6.789956e-02 2.558984e-01 4.045811e-02 7.927433e-02 2.573945e-02 3.351727e-01 6.619755e-02 
1570 2.326979e+02 1.909520e+01 3.890847e-01 5.855103e-02 2.535245e-01 3.442121e-02 8.256184e-02 2.245474e-02 3.360864e-01 5.687595e-02 
1580 2.375200e+02 1.616014e+01 3.838227e-01 4.936626e-02 2.518819e-01 2.864184e-02 8.475968e-02 1.912016e-02 3.366416e-01 4.776200e-02 
1590 2.422832e+02 1.336692e+01 3.796719e-01 4.079754e-02 2.510103e-01 2.304936e-02 8.581261e-02 1.592746e-02 3.368229e-01 3.897682e-02 
1600 2.470013e+02 1.460314e+01 3.766094e-01 3.276276e-02 2.509074e-01 1.858930e-02 8.572534e-02 1.300991e-02 3.366328e-01 3.159922e-02 
1610 2.516875e+02 1.759403e+01 3.745807e-01 3.391278e-02 2.515551e-01 1.977992e-02 8.452342e-02 1.028487e-02 3.360785e-01 3.006480e-02 
1620 2.563544e+02 2.068675e+01 3.735365e-01 3.981337e-02 2.529193e-01 2.267251e-02 8.227358e-02 8.455508e-03 3.351929e-01 3.112802e-02 
1630 2.610142e+02 2.296089e+01 3.734342e-01 4.397472e-02 2.549251e-01 2.613377e-02 7.909374e-02 9.665569e-03 3.340188e-01 3.579934e-02 
1640 2.656779e+02 2.484579e+01 3.741582e-01 4.852467e-02 2.574706e-01 2.921492e-02 7.513210e-02 1.057804e-02 3.326027e-01 3.979295e-02 
1650 2.703553e+02 2.679141e+01 3.756406e-01 5.209434e-02 2.604599e-01 3.041185e-02 7.054323e-02 1.128079e-02 3.310031e-01 4.169264e-02 
1660 2.750554e+02 2.747687e+01 3.777721e-01 5.299960e-02 2.638182e-01 3.274216e-02 6.544989e-02 1.193633e-02 3.292681e-01 4.467849e-02 
